id,student_id,course_id,semester_id,grade,grade_points
317,171,27,1,B+,3.3
318,175,19,1,C,2.0
319,175,37,1,B,3.0
320,175,28,1,C,2.0
321,175,13,1,F,0.0
322,175,20,1,B,3.0
323,176,36,1,C-,1.7
324,176,32,1,C+,2.3
325,176,38,1,B+,3.3
326,176,24,1,F,0.0
327,176,23,1,C+,2.3
328,178,23,1,C,2.0
329,178,24,1,C,2.0
330,178,34,1,C+,2.3
331,178,20,1,C,2.0
332,178,2,1,A-,3.7
333,179,32,1,B,3.0
334,179,31,1,A-,3.7
335,179,5,1,B,3.0
336,179,29,1,B,3.0
337,180,20,1,C+,2.3
338,180,31,1,A,4.0
339,180,39,1,A,4.0
340,180,2,1,B,3.0
341,180,22,1,A,4.0
342,180,32,1,B+,3.3
343,182,35,1,A,4.0
344,182,6,1,C+,2.3
345,182,13,1,B,3.0
346,182,23,1,A,4.0
347,182,25,1,D,1.0
348,187,5,1,B-,2.7
349,187,12,1,D,1.0
350,187,7,1,A,4.0
351,189,31,1,C+,2.3
352,189,3,1,A,4.0
353,189,24,1,A,4.0
354,189,4,1,C+,2.3
355,191,13,1,A,4.0
356,191,39,1,B,3.0
357,191,8,1,B-,2.7
358,191,38,1,A,4.0
359,194,31,1,C,2.0
360,194,26,1,B+,3.3
361,194,13,1,C,2.0
362,194,34,1,B-,2.7
363,196,27,1,D,1.0
364,196,3,1,W,0.0
365,196,39,1,A,4.0
366,196,17,1,D,1.0
367,197,11,1,A,4.0
368,197,36,1,A-,3.7
369,197,24,1,C-,1.7
370,197,38,1,A,4.0
371,197,19,1,A,4.0
372,198,24,1,C-,1.7
373,198,18,1,B,3.0
374,198,15,1,B,3.0
375,198,22,1,A,4.0
376,199,23,1,C-,1.7
377,199,16,1,C,2.0
378,199,33,1,A,4.0
379,199,24,1,B,3.0
380,206,35,1,A-,3.7
381,206,4,1,A,4.0
382,206,15,1,B-,2.7
383,206,30,1,B,3.0
384,208,23,1,C,2.0
385,208,30,1,C-,1.7
386,208,37,1,A-,3.7
387,208,15,1,C,2.0
388,212,23,1,C,2.0
389,212,6,1,B,3.0
390,212,39,1,B+,3.3
391,212,29,1,A,4.0
392,213,37,1,A-,3.7
393,213,4,1,C,2.0
394,213,33,1,A,4.0
395,213,3,1,B+,3.3
396,215,7,1,A,4.0
397,215,33,1,F,0.0
398,215,12,1,B+,3.3
399,215,18,1,B-,2.7
400,216,5,1,A-,3.7
401,216,9,1,C-,1.7
402,216,4,1,C,2.0
403,216,6,1,B,3.0
404,219,28,1,D,1.0
405,219,34,1,D,1.0
406,219,22,1,A,4.0
407,219,23,1,B+,3.3
408,219,20,1,B,3.0
409,220,14,1,D,1.0
410,220,32,1,W,0.0
411,220,3,1,A,4.0
412,220,18,1,F,0.0
413,222,3,1,B,3.0
414,222,2,1,C+,2.3
415,222,7,1,B-,2.7
416,222,17,1,B+,3.3
417,222,22,1,A,4.0
418,223,6,1,C,2.0
419,223,24,1,C-,1.7
420,223,37,1,A-,3.7
421,223,33,1,D,1.0
422,223,17,1,B,3.0
423,224,29,1,C,2.0
424,224,11,1,C,2.0
425,224,21,1,B,3.0
426,224,10,1,A,4.0
427,225,39,1,B+,3.3
428,225,32,1,B,3.0
429,225,24,1,C,2.0
430,225,34,1,C+,2.3
431,227,17,1,B,3.0
432,227,1,1,A,4.0
433,227,35,1,B+,3.3
434,227,6,1,A,4.0
435,228,33,1,B,3.0
436,228,11,1,A,4.0
437,228,17,1,B+,3.3
438,228,6,1,A,4.0
439,230,30,1,C+,2.3
440,230,34,1,B,3.0
441,230,10,1,C+,2.3
442,230,31,1,B+,3.3
443,231,27,1,D,1.0
444,231,23,1,A,4.0
445,231,32,1,C+,2.3
446,231,38,1,F,0.0
447,234,19,1,B-,2.7
448,234,34,1,B,3.0
449,234,33,1,B-,2.7
450,234,39,1,B+,3.3
451,235,15,1,F,0.0
452,235,27,1,A,4.0
453,235,34,1,B,3.0
454,235,38,1,B,3.0
455,235,4,1,A,4.0
456,236,36,1,C+,2.3
457,236,33,1,A,4.0
458,236,1,1,A-,3.7
459,236,13,1,F,0.0
460,236,14,1,A,4.0
461,237,1,1,B,3.0
462,237,32,1,C,2.0
463,237,23,1,B+,3.3
464,237,31,1,A,4.0
465,237,37,1,A,4.0
466,242,34,1,F,0.0
467,242,18,1,B-,2.7
468,242,33,1,D,1.0
469,242,32,1,A,4.0
470,242,11,1,B,3.0
471,245,31,1,B+,3.3
472,245,18,1,W,0.0
473,245,34,1,B,3.0
474,245,36,1,A-,3.7
475,245,30,1,B+,3.3
476,247,26,1,A,4.0
477,247,38,1,A,4.0
478,247,17,1,B+,3.3
479,247,15,1,C-,1.7
480,247,30,1,C,2.0
481,250,24,1,W,0.0
482,250,37,1,A,4.0
483,250,17,1,B,3.0
484,250,31,1,B,3.0
485,250,19,1,B,3.0
486,252,17,1,B+,3.3
487,252,24,1,F,0.0
488,252,2,1,C,2.0
489,252,15,1,B,3.0
490,254,30,1,B-,2.7
491,254,20,1,D,1.0
492,254,24,1,B,3.0
493,254,31,1,A,4.0
494,254,6,1,B,3.0
495,255,14,1,A,4.0
496,255,19,1,B+,3.3
497,255,29,1,A,4.0
498,255,2,1,B,3.0
499,256,27,1,A,4.0
500,256,25,1,B,3.0
501,256,21,1,A,4.0
502,256,5,1,A,4.0
503,258,13,1,C-,1.7
504,258,3,1,B,3.0
505,258,14,1,C,2.0
506,258,21,1,B,3.0
507,258,39,1,B-,2.7
508,260,34,1,B,3.0
509,260,21,1,B,3.0
510,260,1,1,A-,3.7
511,260,39,1,A,4.0
512,261,16,1,A-,3.7
513,261,5,1,B,3.0
514,261,34,1,D,1.0
515,261,25,1,C,2.0
516,261,23,1,B,3.0
517,263,12,1,A,4.0
518,263,9,1,A,4.0
519,263,1,1,F,0.0
520,263,24,1,C+,2.3
521,263,23,1,D,1.0
522,265,13,1,A,4.0
523,265,20,1,A,4.0
524,265,24,1,A,4.0
525,265,14,1,B,3.0
526,265,5,1,C,2.0
527,275,25,1,C,2.0
528,275,1,1,A,4.0
529,275,26,1,C,2.0
530,277,20,1,D,1.0
531,277,1,1,B-,2.7
532,277,18,1,B,3.0
533,277,3,1,B,3.0
534,284,36,1,B+,3.3
535,284,13,1,B+,3.3
536,284,38,1,B,3.0
537,284,14,1,A-,3.7
538,285,33,1,B+,3.3
539,285,32,1,B-,2.7
540,285,38,1,A,4.0
541,285,39,1,W,0.0
542,286,12,1,B-,2.7
543,286,17,1,B,3.0
544,286,23,1,A-,3.7
545,286,21,1,B,3.0
546,287,3,1,B-,2.7
547,287,14,1,B,3.0
548,287,33,1,D,1.0
549,287,26,1,A,4.0
550,291,23,1,B+,3.3
551,291,26,1,D,1.0
552,291,38,1,B-,2.7
553,291,32,1,D,1.0
554,291,12,1,F,0.0
555,293,23,1,A,4.0
556,293,26,1,D,1.0
557,293,38,1,B-,2.7
558,293,35,1,C,2.0
559,296,24,1,A,4.0
560,296,1,1,B+,3.3
561,296,23,1,C+,2.3
562,296,19,1,W,0.0
563,297,10,1,B,3.0
564,297,34,1,B-,2.7
565,297,19,1,B+,3.3
566,297,21,1,B+,3.3
567,298,1,1,C,2.0
568,298,18,1,A-,3.7
569,298,24,1,B-,2.7
570,298,5,1,B-,2.7
571,298,32,1,B,3.0
572,299,12,1,A,4.0
573,299,17,1,A,4.0
574,299,19,1,W,0.0
575,299,15,1,A,4.0
576,300,7,1,A,4.0
577,300,38,1,B-,2.7
578,300,36,1,B,3.0
579,300,29,1,B+,3.3
580,301,17,1,C-,1.7
581,301,10,1,A-,3.7
582,301,11,1,C-,1.7
583,301,21,1,A,4.0
584,302,1,1,A,4.0
585,302,5,1,A-,3.7
586,302,31,1,C,2.0
587,302,4,1,C-,1.7
588,302,19,1,C+,2.3
589,303,33,1,B-,2.7
590,303,31,1,B,3.0
591,303,21,1,W,0.0
592,303,23,1,B,3.0
593,304,5,1,B+,3.3
594,304,30,1,F,0.0
595,304,20,1,B+,3.3
596,306,5,1,A,4.0
597,306,22,1,B+,3.3
598,306,9,1,C+,2.3
599,308,10,1,W,0.0
600,308,20,1,D,1.0
601,308,28,1,C+,2.3
602,308,12,1,A,4.0
603,309,2,1,A,4.0
604,309,36,1,A-,3.7
605,309,4,1,B,3.0
606,309,23,1,W,0.0
607,309,31,1,C,2.0
608,309,13,1,D,1.0
609,310,20,1,B,3.0
610,310,35,1,B,3.0
611,310,16,1,A-,3.7
612,310,32,1,C,2.0
613,310,33,1,C,2.0
614,312,19,1,C+,2.3
615,312,11,1,C,2.0
616,312,5,1,B,3.0
617,312,14,1,C-,1.7
618,312,27,1,D,1.0
619,312,33,1,B,3.0
620,314,39,1,B-,2.7
621,314,3,1,B-,2.7
622,314,25,1,B,3.0
623,314,9,1,A,4.0
624,316,16,1,B-,2.7
625,316,33,1,B,3.0
626,316,38,1,A,4.0
627,316,14,1,A,4.0
628,317,24,1,A,4.0
629,317,3,1,A,4.0
630,317,39,1,A,4.0
631,317,37,1,A-,3.7
632,319,11,1,B,3.0
633,319,24,1,A-,3.7
634,319,1,1,B,3.0
635,319,5,1,B+,3.3
636,319,35,1,C-,1.7
637,320,10,1,A-,3.7
638,320,39,1,C,2.0
639,320,28,1,A,4.0
640,320,8,1,B-,2.7
641,322,13,1,A-,3.7
642,322,30,1,A,4.0
643,322,17,1,C,2.0
644,322,39,1,B,3.0
645,322,18,1,B,3.0
646,323,25,1,B,3.0
647,323,35,1,A,4.0
648,323,33,1,C+,2.3
649,323,21,1,A-,3.7
650,323,23,1,A,4.0
651,324,27,1,A,4.0
652,324,33,1,C+,2.3
653,324,23,1,B,3.0
654,325,25,1,A,4.0
655,325,5,1,A,4.0
656,325,15,1,B+,3.3
657,325,31,1,B,3.0
658,329,20,1,B,3.0
659,329,15,1,B,3.0
660,329,22,1,B,3.0
661,329,35,1,A,4.0
662,332,33,1,B,3.0
663,332,34,1,B-,2.7
664,332,16,1,A,4.0
665,332,39,1,F,0.0
666,336,31,1,C,2.0
667,336,38,1,B,3.0
668,336,32,1,B,3.0
669,336,10,1,C+,2.3
670,336,24,1,A,4.0
671,337,32,1,A-,3.7
672,337,37,1,C-,1.7
673,337,27,1,A,4.0
674,337,36,1,B,3.0
675,337,11,1,B+,3.3
676,340,9,1,C+,2.3
677,340,7,1,B,3.0
678,340,12,1,B,3.0
679,340,20,1,B+,3.3
680,341,11,1,B,3.0
681,341,3,1,B+,3.3
682,341,5,1,F,0.0
683,341,19,1,C,2.0
684,343,14,1,W,0.0
685,343,6,1,C+,2.3
686,343,24,1,C,2.0
687,344,10,1,A-,3.7
688,344,17,1,B,3.0
689,344,29,1,A,4.0
690,344,15,1,A,4.0
691,346,38,1,C-,1.7
692,346,4,1,C,2.0
693,346,6,1,C,2.0
694,346,32,1,A-,3.7
695,347,26,1,C+,2.3
696,347,39,1,C,2.0
697,348,38,1,B,3.0
698,348,7,1,D,1.0
699,348,9,1,C,2.0
700,348,11,1,A-,3.7
701,348,39,1,C-,1.7
702,350,11,1,B-,2.7
703,350,17,1,W,0.0
704,350,27,1,A,4.0
705,350,3,1,C+,2.3
706,350,34,1,B,3.0
707,356,22,1,F,0.0
708,356,28,1,C,2.0
709,356,17,1,A,4.0
710,356,23,1,C+,2.3
711,360,23,1,A,4.0
712,360,37,1,B+,3.3
713,360,27,1,B,3.0
714,360,4,1,B+,3.3
715,361,18,1,B,3.0
716,361,31,1,A,4.0
717,361,11,1,A,4.0
718,361,7,1,B,3.0
719,363,30,1,C,2.0
720,363,38,1,A-,3.7
721,363,25,1,C+,2.3
722,363,16,1,A,4.0
723,363,13,1,D,1.0
724,365,27,1,C+,2.3
725,365,36,1,A,4.0
726,365,19,1,A,4.0
727,369,25,1,C,2.0
728,369,14,1,C,2.0
729,369,31,1,A,4.0
730,369,16,1,A,4.0
731,371,19,1,B+,3.3
732,371,5,1,C+,2.3
733,371,11,1,A-,3.7
734,372,12,1,F,0.0
735,372,18,1,B+,3.3
736,372,5,1,C-,1.7
737,372,25,1,F,0.0
738,372,14,1,B,3.0
739,374,7,1,B-,2.7
740,374,6,1,A,4.0
741,374,4,1,B+,3.3
742,374,21,1,A,4.0
743,374,5,1,A,4.0
744,376,29,1,A-,3.7
745,376,2,1,A,4.0
746,376,32,1,B,3.0
747,376,38,1,B+,3.3
748,376,28,1,B-,2.7
749,377,31,1,A,4.0
750,377,17,1,A-,3.7
751,377,7,1,B,3.0
752,377,18,1,B,3.0
753,377,8,1,D,1.0
754,379,21,1,C,2.0
755,379,28,1,B+,3.3
756,379,27,1,B+,3.3
757,379,14,1,B,3.0
758,379,38,1,C+,2.3
759,380,6,1,B,3.0
760,380,36,1,D,1.0
761,380,26,1,C-,1.7
762,380,38,1,B+,3.3
763,385,11,1,B,3.0
764,385,31,1,A,4.0
765,385,4,1,B,3.0
766,385,35,1,F,0.0
767,386,21,1,W,0.0
768,386,20,1,A-,3.7
769,386,24,1,A,4.0
770,386,9,1,B+,3.3
771,386,5,1,B,3.0
772,390,6,1,C+,2.3
773,390,35,1,B,3.0
774,390,17,1,B+,3.3
775,390,33,1,C,2.0
776,390,2,1,A,4.0
777,391,37,1,A,4.0
778,391,27,1,C,2.0
779,391,20,1,B,3.0
780,391,2,1,A,4.0
781,392,25,1,C+,2.3
782,392,8,1,C,2.0
783,392,30,1,B,3.0
784,392,4,1,C+,2.3
785,395,13,1,B,3.0
786,395,31,1,A-,3.7
787,395,26,1,C,2.0
788,395,16,1,B,3.0
789,396,5,1,B,3.0
790,396,35,1,D,1.0
791,396,7,1,B,3.0
792,396,9,1,A,4.0
793,397,26,1,A-,3.7
794,397,18,1,A,4.0
795,397,27,1,B-,2.7
796,397,3,1,C+,2.3
797,398,9,1,C+,2.3
798,398,16,1,B+,3.3
799,401,11,1,C,2.0
800,401,18,1,A,4.0
801,401,12,1,B,3.0
802,404,2,1,A-,3.7
803,404,35,1,B+,3.3
804,404,37,1,B+,3.3
805,404,27,1,B,3.0
806,405,29,1,A,4.0
807,405,20,1,B,3.0
808,405,14,1,A,4.0
809,405,6,1,B+,3.3
810,406,33,1,A-,3.7
811,406,35,1,C,2.0
812,406,29,1,A-,3.7
813,406,17,1,B,3.0
814,407,12,1,A,4.0
815,407,6,1,F,0.0
816,407,16,1,A,4.0
817,410,20,1,A,4.0
818,410,5,1,B,3.0
819,410,39,1,B+,3.3
820,410,8,1,C,2.0
821,411,11,1,A-,3.7
822,411,14,1,B+,3.3
823,411,35,1,C,2.0
824,411,38,1,A,4.0
825,411,34,1,A-,3.7
826,413,10,1,F,0.0
827,413,27,1,A,4.0
828,413,31,1,C,2.0
829,413,32,1,A,4.0
830,420,11,1,B,3.0
831,420,19,1,A,4.0
832,420,39,1,A,4.0
833,420,21,1,B-,2.7
834,421,34,1,A,4.0
835,421,31,1,B+,3.3
836,421,11,1,B,3.0
837,421,10,1,F,0.0
838,421,15,1,B,3.0
839,422,32,1,B+,3.3
840,422,7,1,C-,1.7
841,422,18,1,C,2.0
842,423,36,1,C+,2.3
843,423,2,1,B+,3.3
844,423,4,1,B,3.0
845,424,36,1,A,4.0
846,424,7,1,B+,3.3
847,424,31,1,C,2.0
848,424,35,1,B,3.0
849,425,24,1,A,4.0
850,425,4,1,F,0.0
851,425,20,1,D,1.0
852,425,30,1,C-,1.7
853,426,19,1,C,2.0
854,426,36,1,A,4.0
855,426,20,1,C,2.0
856,426,21,1,B,3.0
857,427,24,1,A-,3.7
858,427,10,1,A,4.0
859,427,25,1,B,3.0
860,427,37,1,B,3.0
861,427,19,1,B-,2.7
862,428,35,1,A,4.0
863,428,24,1,A,4.0
864,428,16,1,C,2.0
865,428,2,1,C+,2.3
866,435,8,1,B+,3.3
867,435,5,1,B+,3.3
868,435,25,1,F,0.0
869,435,14,1,B,3.0
870,437,22,1,F,0.0
871,437,23,1,A,4.0
872,437,30,1,B,3.0
873,437,7,1,C-,1.7
874,440,37,1,A-,3.7
875,440,26,1,C,2.0
876,440,25,1,C+,2.3
877,440,23,1,C,2.0
878,440,11,1,A,4.0
879,442,7,1,A,4.0
880,442,17,1,A,4.0
881,442,28,1,A-,3.7
882,442,29,1,C,2.0
883,443,15,1,B,3.0
884,443,23,1,B,3.0
885,443,39,1,A,4.0
886,444,31,1,F,0.0
887,444,28,1,C+,2.3
888,444,19,1,C+,2.3
889,444,38,1,B,3.0
890,445,18,1,B+,3.3
891,445,6,1,D,1.0
892,445,33,1,F,0.0
893,445,23,1,B,3.0
894,446,28,1,D,1.0
895,446,29,1,A,4.0
896,446,1,1,C+,2.3
897,446,13,1,C,2.0
898,446,27,1,A,4.0
899,449,16,1,B,3.0
900,449,25,1,A,4.0
901,449,30,1,A-,3.7
902,451,6,1,C,2.0
903,451,4,1,C+,2.3
904,451,2,1,C,2.0
905,452,1,1,A,4.0
906,452,23,1,A,4.0
907,452,5,1,B,3.0
908,452,31,1,B,3.0
909,455,31,1,A,4.0
910,455,29,1,A,4.0
911,455,26,1,C,2.0
912,455,23,1,B+,3.3
913,456,15,1,C+,2.3
914,456,5,1,C,2.0
915,456,26,1,C,2.0
916,459,25,1,A,4.0
917,459,14,1,C+,2.3
918,459,26,1,A,4.0
919,459,6,1,W,0.0
920,459,39,1,A,4.0
921,460,26,1,B,3.0
922,460,22,1,B-,2.7
923,460,30,1,C+,2.3
924,460,18,1,B,3.0
925,461,7,1,A,4.0
926,461,34,1,A-,3.7
927,461,39,1,B,3.0
928,461,16,1,B+,3.3
929,461,31,1,C+,2.3
930,465,11,1,C,2.0
931,465,22,1,B+,3.3
932,465,33,1,A,4.0
933,465,3,1,B+,3.3
934,468,29,1,C-,1.7
935,468,11,1,A-,3.7
936,468,22,1,B,3.0
937,468,35,1,B,3.0
938,470,30,1,C-,1.7
939,470,6,1,D,1.0
940,470,20,1,B,3.0
941,470,15,1,F,0.0
942,471,25,1,B,3.0
943,471,28,1,W,0.0
944,471,17,1,A-,3.7
945,471,34,1,B-,2.7
946,473,38,1,B+,3.3
947,473,30,1,B+,3.3
948,476,3,1,A,4.0
949,476,2,1,A,4.0
950,476,14,1,A,4.0
951,476,11,1,A,4.0
952,477,2,1,C+,2.3
953,477,11,1,F,0.0
954,477,22,1,A,4.0
955,477,16,1,A,4.0
956,477,37,1,B-,2.7
957,479,4,1,C,2.0
958,479,37,1,A,4.0
959,479,5,1,B+,3.3
960,479,27,1,C+,2.3
961,481,9,1,B-,2.7
962,481,3,1,C,2.0
963,481,24,1,B,3.0
964,482,5,1,B,3.0
965,482,29,1,C+,2.3
966,482,26,1,B-,2.7
967,482,11,1,A,4.0
968,484,38,1,B+,3.3
969,484,31,1,B,3.0
970,484,10,1,A,4.0
